city;id;type;otype;lat;lon;name;amenity;amenity_specification;amenity2
Munich;318345898;node;1;48,1285091;11,5426916;STATTAUTO M¸nchen Station WT;car_sharing;;Car Sharing
Munich;2733486401;node;1;48,1862298;11,5425078;Olympiapark Nord;bus_stop;stop_position;Bus stop
Munich;308200508;node;1;48,1206766;11,5424384;STATTAUTO M¸nchen Station HK;car_sharing;;Car Sharing
Munich;4209624835;node;1;48,2133137;11,5423709;Feldmoching Bahnhof;bus_stop;stop_position;Bus stop
Munich;3207960665;node;1;48,1628806;11,5422301;Goethe-Institut;tram_stop;;Tram stop
Munich;3207960970;node;1;48,1450299;11,5419163;Marsstraﬂe;tram_stop;;Tram stop
Munich;6032192055;node;1;48,170724;11,541473;Toni-Merkens-Weg;bus_stop;platform;Bus stop
Munich;6032192056;node;1;48,1706462;11,5413952;Toni-Merkens-Weg;bus_stop;platform;Bus stop
Munich;1851814568;node;1;48,1254093;11,5412859;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;2499552238;node;1;48,2138036;11,5412753;Feldmoching;station;station;Subway Station
Munich;4677246492;node;1;48,1252398;11,5412579;Herzog-Ernst-Platz;bicycle_rental;;Bicycle rental
Munich;3207960981;node;1;48,1396162;11,541229;Schrenkstraﬂe;tram_stop;;Tram stop
Munich;677225868;node;1;48,0870978;11,5411681;Hinterbr¸hl;bus_stop;stop_position;Bus stop
Munich;308763450;node;1;48,0870661;11,5411545;Hinterbr¸hl;bus_stop;stop_position;Bus stop
Munich;1851814690;node;1;48,1220231;11,5411234;Sendlinger Kirche;bus_stop;stop_position;Bus stop
Munich;1851814687;node;1;48,1219473;11,5411129;Sendlinger Kirche;bus_stop;stop_position;Bus stop
Munich;3801432555;node;1;48,096351;11,5410975;Rupert-Mayer-Straﬂe;bus_stop;stop_position;Bus stop
Munich;2794835494;node;1;48,1253565;11,5410613;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;2660339823;node;1;48,1337822;11,5410566;Schwanthalerhˆhe;station;station;Subway Station
Munich;3189921161;node;1;48,2137907;11,5410187;Feldmoching;station;station;Subway Station
Munich;1117006418;node;1;48,0963572;11,5409227;Rupert-Mayer-Straﬂe;bus_stop;stop_position;Bus stop
Munich;1851814544;node;1;48,1249999;11,5408941;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;393432679;node;1;48,100856;11,5407922;Boschetsrieder;taxi;;Taxi
Munich;1851814653;node;1;48,1201148;11,5407634;Margaretenplatz;bus_stop;stop_position;Bus stop
Munich;1851814637;node;1;48,1200703;11,5407433;Margaretenplatz;bus_stop;stop_position;Bus stop
Munich;3348494493;node;1;48,15579;11,5406834;Albrechtstraﬂe;bus_stop;stop_position;Bus stop
Munich;1851814572;node;1;48,125722;11,5405081;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;2733486419;node;1;48,1865632;11,5404778;Olympiapark Nord;bus_stop;stop_position;Bus stop
Munich;4677246489;node;1;48,1200171;11,540439;Margaretenplatz;bicycle_rental;;Bicycle rental
Munich;2796663872;node;1;48,1043628;11,5404362;Steinerstraﬂe;bus_stop;stop_position;Bus stop
Munich;1851814577;node;1;48,1259184;11,5404262;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;354553866;node;1;48,2136631;11,5404222;Feldmoching Bahnhof;bus_stop;stop_position;Bus stop
Munich;3763631422;node;1;48,155647;11,5404065;Albrechtstraﬂe;tram_stop;;Tram stop
Munich;1825360551;node;1;48,0930643;11,5402584;Neunkirchner Straﬂe;bus_stop;stop_position;Bus stop
Munich;2796662273;node;1;48,1044235;11,5402416;Steinerstraﬂe;bus_stop;stop_position;Bus stop
Munich;3348494393;node;1;48,1555431;11,5402088;Albrechtstraﬂe;bus_stop;stop_position;Bus stop
Munich;1842042999;node;1;48,1175009;11,5401646;Am Harras;bus_stop;stop_position;Bus stop
Munich;4677146796;node;1;48,1552304;11,540152;Albrechtstraﬂe;bicycle_rental;;Bicycle rental
Munich;1842042995;node;1;48,1161315;11,5401275;Am Harras;bus_stop;stop_position;Bus stop
Munich;1842042998;node;1;48,1172312;11,5401131;Am Harras;bus_stop;stop_position;Bus stop
Munich;1842043050;node;1;48,1128269;11,5401083;Sylvensteinstraﬂe;bus_stop;stop_position;Bus stop
Munich;2796673072;node;1;48,1071427;11,5400725;Neuhofen;bus_stop;stop_position;Bus stop
Munich;4826345;node;1;48,1253334;11,5399624;Herzog-Ernst-Platz;bus_stop;stop_position;Bus stop
Munich;2796663870;node;1;48,1069678;11,5399054;Neuhofen;bus_stop;stop_position;Bus stop
